,2019q2,2018q4,2019q3,2019q4
ProceedsFromShortTermDebt,41255962.0,13065000.0,6100000.0,14546035.0
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,-596809.0,,3526991.0,
ProceedsFromSecuredNotesPayable,296338.0,1950000.0,300000.0,250000.0
StockIssuedDuringPeriodValueStockOptionsExercised,51000.0,75000.0,,
ProceedsFromFederalHomeLoanBankBorrowings,82300000.0,850000.0,0.0,184500000.0
ProceedsFromRepaymentsOfOtherLongTermDebt,-4351836.0,-36329.0,-4716536.0,-145338.0
PaymentsForRepurchaseOfWarrants,1095000.0,,,0.0
PaymentsOfPreferredCommonStockAndWarrantsIssuanceCost,1479963.0,,1479964.0,
PaymentsForAcquisitionHoldbacks,912845.0,,,125000.0
MortgageIssuedForAcquisitionOfLandAndProperty,0.0,1040662.0,1040662.0,0.0
FairValueAdjustmentOfWarrants,568729.0,3000.0,325320.0,0.0
PaymentsOfSeriesH4StockIssuanceCosts,0.0,,-101661.0,-101661.0
CommonStockIssuedForSeriesCDividends,15007.0,15007.0,15007.0,
RepaymentFromInvestment,290000.0,290000.0,290000.0,0.0
StockIssuedDuringPeriodValueIssuedForAccruedInterestRelatedParty,21939.0,,,
SettlementOfAccountsPayableWithNotePayable,265244.0,,0.0,265244.0
PaymentsToAcquireMarketableSecurities,299172.0,0.0,275435.0,0.0
GainLossOnSaleOfInvestments,-16000.0,-281650.0,16000.0,-83163.0
AccruedOilAndGasDevelopmentCosts,3656000.0,0.0,239866.0,57712.0
OperatingLeasePayments,51887.0,,433000.0,118000.0
PaymentsOfStockIssuanceCosts,101661.0,101661.0,7500.0,0.0
ConsultingExpensePrepaidWithRestrictedStock,25000.0,25000.0,42000.0,24000.0
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,-104000.0,107000.0,2153000.0,23000.0
CashProceedsFromSaleOfSeriesCStock,0.0,,,
RepaymentsOfFederalHomeLoanBankBorrowings,0.0,0.0,89000000.0,0.0
SettlementOfAccountsPayableWithStockIssuance,0.0,0.0,281659.0,281659.0
DistributionMadeToLimitedPartnerCashDistributionsPaid,77473.0,466387.0,231493.0,308644.0
IssuanceOfCommonStockUponConversionOfConvertibleNotes,430000.0,0.0,1035000.0,1150000.0
PaymentsForProceedsFromLoansAndLeases,544395.0,23927000.0,0.0,26271976.0
IssuanceOfCommonStockForServices,218552.0,,,
CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,-81000.0,,,
ProceedsFromDisposalOrMaturityOfAvailableforsaleFinancialAssets,1252977000.0,,,7268428000.0
OtherInvestingActivities,0.0,,,
IncreaseDecreaseInContractWithCustomerLiability,0.0,12100.0,0.0,-29000.0
ProceedsFromIssuanceOfCommonStockInConnectionWithExerciseOfH4Warrants,936423.0,,,936423.0
ProceedsFromNotesPayableRelatedParty,25000.0,,,
AcquisitionOfIntangiblesThroughIssuanceOfCommonStock,4000.0,253777000.0,0.0,
ProceedsFromSalesOfInterestsInAssociates,0.0,,,20000000.0
ProceedsFromIssuanceOfLongTermDebt,5000000.0,0.0,0.0,12000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,26000.0,90000.0,90000.0,579000.0
ShorttermDepositsClassifiedAsCashEquivalents,10216.0,,,
ProceedsFromPaymentsForFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResellNet,25065000.0,,850000.0,850000.0
ExtinguishmentOfDebtAmount,-1112609.0,0.0,-1113000.0,0.0
ProceedsFromDispositionOfMarketableSecurities,8931000.0,,,
EffectOfExchangeRateOnCash,-3000.0,78000.0,1714.0,-44000.0
IssuanceOfCommonStockAsDebtRepayment,925000.0,,,
InsurancePremiumSettledIssuingNotePayable,202100.0,,,
DirectorFeePaidWithRestrictedStock,6000.0,3000.0,5000.0,3000.0
CommonStockIssuedForConversionOfRelatedPartyDebtAndInterest,1585594.0,0.0,1585594.0,
AcquisitionOfAssetRetirementObligations,0.0,0.0,0.0,33000.0
ForgivenessOfNotesPayableRelatedParties,0.0,0.0,,
PaymentsForAcquisition,1000000.0,,,
AdoptionOfLeaseStandardAsc842,167867.0,,0.0,559568.0
FinanceLeasePrincipalPayments,52000.0,,65000.0,4293.0
IssuanceOfConvertibleNotePayableToSecureLineOfCredit,50000.0,,64236.0,
ProceedsFromPreviousAcquisition,0.0,,,
AssetRetirementObligationRevisionOfEstimate,11000.0,,0.0,166000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,2788000.0,495703.0,80289.0,0.0
PaymentsForRepurchaseOfEquity,715668.0,57538.0,2536064.0,20000.0
IncreaseDecreaseInAccruedTaxesPayable,477000.0,137346.0,95284.0,60905.0
ProceedsFromOtherDebt,96708.0,0.0,24000.0,310000.0
BeneficialConversionFeatureOfConvertibleDebt,12000.0,292000.0,21000.0,30000.0
StockIssuedDuringPeriodValueFixedAssets,0.0,0.0,,
AdvancesFromRelatedParties,0.0,751616.0,156000.0,2055414.0
IssuanceOfCommonStockForInterestExpense,5179000.0,,,
RelatedPartyNotePayablePaidWithRestrictedStock,0.0,,,
CommonStockIssuedInReverseCapitalizationLessCashReceivedOf508973,0.0,,0.0,
FairValueOfWarrantsExchangedForCommonStock,0.0,,,
ProceedsFromIssuanceOfDebt,460000000.0,16484000.0,0.0,
CapitalizationOfStockOfferingCosts,64236.0,,,
ProceedsFromRecoveriesOfLoanPreviouslyChargedOff,20320.0,114960.0,41468.0,114960.0
TradingSecuritiesUnrealizedHoldingLoss,1009.0,35000.0,,
CashAndCashEquivalentsPeriodFromAcquisitions,0.0,,,
PaymentsToOfficerFromProceedsFromNotesPayable,50000.0,,,
DividendsOnPreferredStock,116000.0,,,
RepaymentsOfFederalFundsPurchased,850000.0,,74450000.0,850000.0
ProceedsFromPromissoryNoteReceivable,94000.0,,,
AccruedDividendsOnSeriesBPreferred,1030400.0,,,
FinancingOfCapitalExpendituresViaAccountsPayable,82000.0,82000.0,82000.0,86000.0
AmortizationOfAcquisitionCosts,32406.0,24234.0,,
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,9792000.0,,,
PaymentsToAcquireProductiveAssets,1890.0,254527.0,97251.0,0.0
RestrictedCashAndCashEquivalentsAtCarryingValue,702000.0,0.0,,
StockIssuedDuringPeriodValueIssuedForAccruedExpenses,13818.0,,,
CashEquivalentsAtCarryingValue,37808099.0,88104.0,,4282553.0
ProceedsFromSaleOfSeriesKWarrants,983333.0,,,
TemporaryEquityAccretionOfDividends,64279.0,196086.0,,
MakewholePremiumOnEarlyPaymentOfConvertibleNote1,176000.0,,,
ProceedsFromIssuanceOfCommonStockRelatedParties,0.0,,,
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,,0.0,63000.0,41000.0
RepaymentsOfNotesPayableRelatedParty,245000.0,,,
NetCashProvidedByUsedInOperatingActivities,1514000.0,-1829679.0,-877000.0,82620.0
InterestExpenseDebt,0.0,0.0,80723.0,156941.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-64000.0,215967.0,-94214.0,-5759000.0
RepaymentsOfDebtAndCapitalLeaseObligations,239928.0,545228.0,359288.0,6523.0
CashAndCashEquivalentsInTrust,738690.0,,,
DebtDiscountRecordedInConnectionWithBorrowingsOnDebt,127217.0,,,
PurchasesOfPropertyAndEquipmentIncludedInAccountsPayable,50525.0,222565.0,161217.0,154775.0
StockRepurchasedDuringPeriodValue,2598819.0,2958257.0,624000.0,1375000.0
StockDividendOnSeriesAConvertibleRedeemablePreferredStock,754000.0,,1464000.0,2667000.0
FinancingOfGuarantyFeesViaLongtermDebtRelatedParty,158000.0,485000.0,325000.0,
ChecksIssuedAndPayable,-18234.0,,,
CashAcquiredFromAcquisition,41950.0,0.0,138686.0,0.0
RecordingOfLeaseAssetAndLiabilityUponAdoptionOfAsu201602,0.0,,,
ProceedsFromConvertibleDebtRelatedParty,84500.0,18000.0,,
PaymentsForExplorationAndEvaluationExpenses,11996.0,,,
ForgivenessOfRelatedPartyDebt,6022.0,,137348.0,
DiscountOnNotesPayable,167000.0,,,
RepaymentsOfLongTermDebt,98723.0,15000.0,13057.0,118000.0
DeemedDividendFromTriggerOfDownRoundProvisionFeature,0.0,,,
IssuanceOfCommonStockForDebt,19166000.0,,0.0,
WarrantModificationWithIssuanceOfNotePayableRelatedParty,480771.0,480771.0,,
ConvertibleDebtAndAccruedInterestConvertedToCommonStock,19476.0,150000.0,15000.0,
PatentApplicationCosts,22000.0,21000.0,0.0,0.0
FinancingCostsFromSaleOfSeriesKWarrants,-15000.0,,,
RepaymentsOfDebt,862000000.0,1764.0,,125000.0
StockIssuedDuringPeriodValueShareBasedCompensation,1627000.0,353949.0,1111000.0,282000.0
ProceedsFromIssuanceOfSeriesPreferredStockAndSubscriptionReceivable,0.0,219969.0,,
RecordingOfPremiumOnConvertibleDebtAtStockRedemptionValue,1309536.0,,,
PremiumsWrittenGross,2323948.0,0.0,0.0,
DiscountFromWarrantsIssuedWithNotesPayable,0.0,,,
DerecognitionOfDebtDiscount,0.0,0.0,,
PaymentsToAcquireBusinessesNetOfCashAcquiredGlobal,1069693.0,,,
ProceedsFromLinesOfCredit,-190663.0,3194000.0,2235000.0,14048741.0
AcquisitionOfEquipmentUnderCapitalLease,450000.0,,,
StockDividendOnSeriesCConvertibleRedeemablePreferredStock,0.0,,479000.0,53000.0
ConversionOfRelatedpartyNotesToCommonStock,831000.0,,,
IssuanceOfWarrantsFromSaleOfPatents,51991.0,,,
WithholdingTaxesPaidOnNetExerciseOfStockOptions,0.0,-674651.0,-341770.0,-674651.0
NotePayableRelatedPartySettledWithParticipationInOilAndGasInterest,100000.0,100000.0,,
IssuanceOfPreferredStockInSettlementOfConvertibleNotesderivativeAndAccruedInterest,0.0,,,
BeneficialConversionFeatureOnConvertibleNotesPayable,107623.0,,35200.0,
StockIssuedForLoanOriginationFees,19680.0,,,
PaymentsOfCapitalDistribution,0.0,,5340.0,9855.0
CashFlowsFromUsedInInvestingActivitiesContinuingOperations,-911000.0,,,-16335000000.0
CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings,-23139000.0,,,
AmortizationOfDebtDiscountPremium,143837.0,149906.0,475174.0,728417.0
PaymentsToAcquireIntangibleAssets,153465.0,0.0,16000.0,-221845.0
CashFlowsFromUsedInInvestingActivitiesDiscontinuedOperations,0.0,,,-462000000.0
WithholdingTaxesPaidOnVestedRetrictedStockAwards,-12214.0,-39871.0,-21523.0,-148278.0
AccretionExpense,57291.0,-1181055.0,1000.0,11000.0
PaymentsToAcquireBusinessesNetOfCashAcquiredBCManagement,100000.0,,,
AdjustmentForAmortization,189948.0,2682.0,449573.0,19500.0
PurchaseOfMinorityInterestInPecanGrove,0.0,,537562.0,537562.0
StockIssuedDuringPeriodValueNewIssues,16038504.0,1650000.0,49000.0,
RepaymentsOfLinesOfCredit,144500.0,2442000.0,170990.0,0.0
IncreaseDecreaseInDemandDeposits,-26180086.0,12361306.0,-11555232.0,12361306.0
CapitalExpendituresIncurredButNotYetPaid,0.0,12000.0,0.0,0.0
PreferredSharesIssuedForLoanFees,,,,
PreferredStockToPayAccruedLiabilities,0.0,200000.0,,
ProceedsFromBankLoans,1756246000.0,,,
ProceedsFromIssuanceOfSeriesBConvertiblePreferredStock,3289000.0,,,0.0
ProceedsFromissuanceOfConvertibleNotesAndWarrants,0.0,3340000.0,,
StockIssuedToBuyEquipment,174808.0,56700.0,,
SubordinatedDebtExtensionFeesAddedToDebt,340000.0,680000.0,340000.0,680000.0
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationValueOfSharesIssued,0.0,,,
CashPeriodIncreaseDecrease,258000.0,2725045.0,-39061.0,-70091.0
ProceedsFromConvertibleNotesPayable,636000.0,636000.0,636000.0,636000.0
StockIssuedForPrepaidServices,105950.0,,145814.0,
AmortizationToAdditionalPaidInCapitalOfPremiumOnConvertibleNotesPayable,805150.0,,,
NotePayableIssuedForAcquisitionNetOfDiscount,1533217.0,,,
AccruedExpensesSettledThroughConvertibleNotesPayable,43633.0,,,
AccountsPayableSettledWithSharesOfCommonStock,16482.0,16482.0,,
PaymentsToAcquirePropertyPlantAndEquipment,6000.0,828000.0,133403.0,396153.0
IncreaseDecreaseInOtherAccountsPayable,3554000.0,-6500.0,-9969591.0,-9969591.0
PaymentsForRepurchaseOfCommonStock,13659.0,54976.0,22099233.0,517360.0
RestrictedStockValueSharesIssuedNetOfTaxWithholdings,0.0,105000.0,140000.0,140000.0
LoanIssuedForInterest,58977.0,0.0,,
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,0.0,,0.0,0.0
IncreaseDecreaseInPrepaidTaxes,0.0,0.0,-33000.0,0.0
FairValueWarrantsIssuedToInvestorsAndUnderwriters,1888652.0,,1888652.0,
AssetRetirementObligationAdditions,612.0,,,
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,34287000.0,,,
PaymentOfPrincipalAndInterestFromSaleOfPatents,,,,
ProceedsFromIssuanceOfSeriesCConvertiblePreferredStock,6236000.0,,,0.0
OperatingLeaseRightOfUseAsset,4475106.0,,364000.0,0.0
DebtDiscountsOnIssuanceOfConvertibleNotesPayable,0.0,,0.0,
LeasePaymentsIncludedInAccountsPayableAtYearEnd,402.0,415.0,,415.0
StockIssuedDuringPeriodValueAcquisitions,0.0,429091.0,0.0,0.0
CashFlowsFromUsedInInvestingActivities,-3391000.0,0.0,,0.0
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAdjustment,285086.0,,,
DividendsPreferredStock,12000.0,0.0,115000.0,557100.0
PaymentsOfDebtIssuanceCosts,208200.0,49000.0,0.0,5074200.0
DiscountOnConvertibleNotesPayable,1250.0,,,51775.0
WarrantsIssuedWithNotesPayableRelatedParty,288000.0,,,
RepurchaseOfCommonAndPreferredSharesWithNotesPayable,202656.0,,,
WarrantsIssuedInConnectionWithPreferredOffering,0.0,2627931.0,,
StockSubscriptionForConversionOfDebt,0.0,,,
IncreaseDecreaseInSavingsDeposits,13450476.0,19567686.0,-13894555.0,-7982921.0
IssuanceOfCommonStockForVestedRestrictedStockUnits,43.0,,43.0,
SeriesH4OfferingCostsPaidInH4SharesAndWarrants,0.0,,,
IncomeTaxWithheldByClientsToBeUsedAsCreditInCompanysIncomeTaxReturn,24000.0,,19641.0,
OperatingLeaseLiabilitiesAndRightOfUseAsset,,,22572.0,22572.0
RevenueSharePaymentToJazzIncludedInAccountsPayable,7385.0,,,
IssuanceOfWarrantsToSubordinatedDebtHolders,65000.0,235000.0,65000.0,235000.0
SharesIssuedForConvertibleNoteAndInterestconversion,368000.0,3067295.0,368000.0,3338082.0
RepaymentsOfBorrowingsClassifiedAsFinancingActivities,1654794000.0,0.0,33596.0,33596.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,74520.0,0.0,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,1048604.0,1305586.0,1296621.0,3231483.0
ValueOfDebtDiscounts,65000.0,115631.0,120000.0,221515.0
PaymentsToAcquireNotesReceivable,75000.0,0.0,0.0,
NetProceedsFromExerciseOfWarrants,125006.0,,,
RepaymentsOfShortTermDebt,5000.0,1571984.0,5252000.0,124000.0
ReceiptOfInvestmentFromSaleOfPatents,500000.0,,,
OperatingLeaseLiability,7714000.0,,467036.0,404931.0
ProceedsFromConvertibleDebt,60000.0,,1640000.0,1159785.0
WarrantsExchangedForCommonStock,6080278.0,0.0,,
NoninterestExpenseOfferingCost,-2216000.0,0.0,-618689.0,200000.0
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,4595600.0,,,0.0
RedemptionOfPreferredStockInExchangeForNotePayableRelatedParties,900000.0,,,
RepurchaseOfDebtSecurities,14786000.0,2794000.0,0.0,4441000.0
DiscountFromWarrantsIssuedWithConvertibleNotesPayable,0.0,,,0.0
IncreaseDecreaseInTimeDeposits,-5159073.0,11617814.0,17145000.0,19808000.0
ConversionOfCashlessExerciseOfOptionsToSharesOfCommonStock,3.0,,0.0,
StockIssuedDuringPeriodValueWarrantExercise,-80147.0,-80147.0,-80147.0,-80147.0
ProceedsFromBorrowingsClassifiedAsFinancingActivities,200135.0,443597.0,172328.0,2420.0
IssuanceOfCommonStockForPaymentOfDeferredFees,173773.0,10218.0,173773.0,
IssuanceOfWarrantsAndOptionsAsConsiderationForAccruedExpenses,0.0,,,
ChangeInWorkingInterestsCrudeOilAndNaturalGasProperties,-430632.0,,,
IssuanceOfPreferredStockRelatedToPurchaseOfAsset,0.0,,519600.0,
TecDebtExtensionWaiverFeesPromissoryNotesFees,3661000.0,,1102000.0,4255000.0
RecognitionOfLeaseLiabilitiesFromAdoptionOfNewAccountingPronouncement,-2280000.0,,0.0,-2280000.0
DiscountFromDerivativeOnConvertibleNotesPayable,110437.0,,,0.0
GainLossOnInvestments,-14317.0,100052.0,-41741.0,186000.0
RepaymentsOfConvertibleDebt,590909.0,0.0,186443.0,0.0
ProceedsFromNotesPayable,0.0,1159785.0,0.0,0.0
CommonStockToBeContributedByOfficerForSubscriptionsPayable,0.0,,,7500.0
IssuanceOfRestrictedStock,0.0,5000.0,,
ProceedsFromRepaymentsOfDebt,-125000.0,-125000.0,-125000.0,150000.0
MortgageLoanRelatedToPropertySales1,475000.0,,,
ProceedsFromIssuanceOfPrivatePlacement,200000.0,0.0,2684000.0,985000.0
AccruedFinancingCosts,1157000.0,,0.0,988000.0
AccountsPayableSettledWithCommonStockAndParticipationInOilAndGasWorkingInterest,0.0,,,
ValueOfDerivativeAdjustmentDueToDebtConversions,199627.0,229043.0,,
IssuanceOfCommonStockForAccruedStockBasedCompensation,4724.0,,0.0,0.0
IncreaseInPrepaidServices,-83415.0,-3339.0,-119791.0,162452.0
RecognizeRightOfUseBenefitsAndObligationsForLeasedAssets,0.0,,,
FairValueAdjustmentOfWarrant,325320.0,,0.0,0.0
ObligationsUnderCapitalLeaseIncurredForAcquisitionOfVehicle,86000.0,,0.0,
RestrictedCashReceivedFromSaleOfPatents,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,8833219.0,,2553169.0,
IncreaseDecreaseInConvertibleNotePrincipal,0.0,,,
SharesIssuedForPurchaseOfWarrant,0.0,,1000000.0,0.0
FixedAssetsIncludedInAccountsPayable,62512.0,,,
IncreaseDecreaseInCashAndCashEquivalents,114512.0,-1747918.0,-43976.0,3250697.0
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.0,0.0,0.0,-547000.0
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,-16864000.0,18009000.0,-10362000.0,-36168000.0
RepaymentsOfBondsNotesAndDebentures,1499341000.0,,31762.0,
CapitalExpendituresInAccountsPayable,0.0,,0.0,0.0
ProceedsFromIssuanceOrSaleOfEquity,11839995.0,3023550.0,0.0,1725000.0
ExchangeProceedsFromSaleOfAssetsForObligationsToSecuredLenderRelatedParty,0.0,,0.0,
ProceedsFromPartnershipContribution,225000.0,30705.0,15705.0,
EquityMethodInvestmentDividendsOrDistributions,0.0,,,
RepaymentsOfRelatedPartyDebt,0.0,0.0,670.0,44894.0
WarrantsIssuedWithDebtFinancing,0.0,,993000.0,0.0
PropertyPlantAndEquipmentDisposals,0.0,0.0,0.0,
ContingentConsiderationIncludedInAccountsPayable,29348.0,,8980.0,0.0
ConversionOfPreferredStockToCommonStock,0.0,0.0,50.0,0.0
InterestPaid,8000.0,119615.0,13070.0,3154806.0
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,0.0,,68940.0,68940.0
StockIssuedDuringPeriodValueIssuedToPayOffNotePayable,385281.0,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,1745347.0,25000.0,1425000.0,0.0
SeriesDPreferredStockIssuedDuringPeriodValueIssuedForDebt,0.0,,,0.0
InterestPaidClassifiedAsFinancingActivities,186128.0,,,12423000000.0
CommonStockContributedByOfficerForPendingAcquisition,0.0,,,0.0
RelatedPartyNotePayableSettledWithCommonStockAndParticipationInOilAndGasWorkingInterest,0.0,,,
InitialRecognitionOfOperatingLeaseRightOfUseAssetAndLiability,1107000.0,,0.0,
ValueOfSharesIssuedForConversionOfDebt,215619.0,323197.0,,
ProceedsFromSaleOfPropertyPlantAndEquipment,2100.0,39673.0,1434.0,9000.0
RestrictedCashAndCashEquivalents,3339000.0,350000.0,1478000.0,100000.0
ProceedsFromStockOptionsExercised,106000.0,102675.0,666903.0,149000.0
DividendsPaidClassifiedAsFinancingActivities,1417639000.0,,,147000000.0
PaymentsToAcquireEquipmentOnLease,462209.0,16930.0,,
EstablishmentOfDiscountOnConvertibleDebt,61904.0,0.0,,
ProceedsFromSaleAndMaturityOfOtherInvestments,0.0,,0.0,0.0
ProceedsFromRelatedPartyDebt,12240.0,139467.0,30000.0,300000.0
ReductionInDerivativeLiabilityFromPaymentsOnConvertibleNotes,0.0,,,117854.0
CommonStockReceivableForCancelledAcquisition,3265.0,,,0.0
AccruedDevelopmentCosts,7000000.0,,,
InterestCostsCapitalized,300000.0,400189.0,147000.0,453674.0
RelatedPartyInterestPayableSettledWithCommonStockAndParticipationInOilAndGasWorkingInterest,67000.0,,,
PreferredStockIssuedDuringPeriodValueNewIssues,550000.0,,,207500.0
IncreaseDecreaseInCashAndCashEquivalentsIncludingCashAndCashEquivalentsClassifiedWithinAssetsRelatedToDiscontinuedOperations,963269.0,,,
PreferredStockRedemptionPremium,-500000.0,0.0,-500000.0,-500000.0
WarrantsIssuedToInvestorsAndUnderwriters,0.0,,,
PaymentOfFinancingAndStockIssuanceCosts,10000.0,0.0,9000.0,480000.0
CommonStockIssuedForConversionOfSeriesCPreferredStockDividend,137.0,,,
DeemedDividendOn8ConvertiblePreferredStock,0.0,,0.0,
SupplementalNoncashTransactions,3910682.0,,,
StockIssuedDuringPeriodValueIssuedForSettlementOfConvertibleDebt,86800.0,,,
ProceedsFromFactoringCompany,1558000.0,,,
ProceedsFromCollectionOfLoansReceivable,5609000.0,18221.0,16740.0,33555.0
SubscriptionReceivableForSaleOfCommonStockAndParticipationInOilAndGasWorkingInterest,0.0,,,
CashDividendsPaidToParentCompany,249000.0,,,
AccruedExpensesSettledThroughNotesPayable,0.0,,,
IncreaseDecreaseInCashAndCashEquivalentsClassifiedWithinAssetsRelatedToDiscontinuedOperations,21077.0,,,
DividendsPreferredStockStock,260688.0,56367.0,,160000.0
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,2873912.0,50000.0,,0.0
PropertiesPlantsEquipmentAcquiredWithLongTermDebt,100000.0,,,
ProceedsFromOtherShortTermDebt,0.0,525000.0,,
EarnOutPaymentToOtherShareholders,250000.0,,250000.0,
PreferredStockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,849360.0,,,0.0
PropertyPlantAndEquipmentTransfersAndChanges,323805.0,0.0,0.0,
CommonStockIssuedForConversionOfSeriesCPreferredStock,85561.0,8000.0,85561.0,
RepaymentsToFactor,0.0,,,
WarrantsIssuedDuringPeriodValueIssuedForSettlementOfConvertibleDebt,0.0,,,
NotesReceivable,0.0,,,
ConvertibleNotePayableAndAccruedInterestRelatedPartyConvertedToCommonStock,114078.0,,,
ProceedsFromContributionsOfNoncontrollingInterests,309764000.0,,,433000000.0
ReclassificationOfWarrantLiabilityUponExercise,0.0,34500.0,685132.0,
AcquisitionOfOilAndGasProperties,2061000.0,,,
ShareBasedCompensation,34598.0,50000.0,473000.0,84000.0
ProceedsFromWarrantExercises,40728.0,748535.0,3745099.0,0.0
NotePayableAndAccruedInterestRelatedPartyConvertedIntoCommonStock,0.0,826231.0,,
RepaymentsOfOtherDebt,400000.0,440000.0,78000.0,137000.0
NoncashOrPartNoncashDevelopmentOfOilAndGasProperties,16015992.0,6290351.0,25513409.0,
TrademarkCostsReclassifiedToIntangibleAssetsNet,56792.0,,,
ConversionOfConvertibleDebtIntoCommonStock,717126.0,,,
OfferingCostPaidInSharesAndWarrants,0.0,0.0,,
StockIssuedDuringPeriodValueIssuedForSubscriptionPayable,200770.0,,,
RightOfUseAssetsAndLiabilities,245540.0,,,
NotePayableAccruedExpenseAndInterestPayableSettledByCommonStockIssued,40616.0,,,40616.0
ChangesInEstimatesOfAssetRetirementObligations,133000.0,,,
IssuanceOfVestedStock,0.0,,,
InventoryReclassifiedToDemonstrationEquipment,0.0,239106.0,0.0,0.0
WarrantExerciseOfDerivativeWarrants,0.0,,0.0,
PaymentsOfFinancingCosts,772.0,-314989.0,0.0,-164218.0
FairValueOfDeferredRoyaltyLiability,0.0,,,
CashFlowsFromUsedInFinancingActivities,200135.0,20302.0,476382.0,411882.0
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionTax,283399.0,,,
RepaymentsOfOtherShortTermDebt,0.0,,,
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,0.0,1122422.0,,
LineOfCreditFacilityPeriodicPaymentPrincipal,1944000.0,,,
CommonStockIssuedAsDebtInducement,185000.0,,,
NetCashProvidedByUsedInInvestingActivities,-3103000.0,-48203000.0,-3382.0,33875.0
IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,-676887000.0,,,
StockIssuedDuringPeriodValueOther,-15477.0,5507400.0,0.0,0.0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2251768.0,920334.0,1500.0,125000.0
ImputedInterestIncludedPropertyPlantEquipment,400000.0,,,
EstablishmentOfTenantImprovementAllowance,0.0,,,
ProceedsFromRepaymentsOfLinesOfCredit,4370755.0,-1256325.0,4114102.0,1338073.0
NotePayableAndAccruedInterestConvertedIntoCommonStock,878292.0,0.0,,
StockIssuedDuringPeriodValueConversionOfUnits,0.0,50000.0,2000.0,0.0
TransfersLoansOtherRealEstateOwned,10000.0,193000.0,20000.0,193000.0
StockIssuedDuringPeriodValueIssuedForVehicles,0.0,,,
ChangesToAssetRetirementCostsAndObligations,1023400.0,,,
ChangeInCapitalExpendituresFinancedByAccountsPayable,187864.0,,187864.0,187864.0
PreferredStockIssuedToAcquireBirdCronin,0.0,,0.0,
CommonStockIssuedForConversionOfAccruedInterestOnNotesPayableRelatedParty,167000.0,,,
NotesIssued1,1395707.0,0.0,,
UnrealizedGainLossOnInvestments,0.0,-25000.0,-19000.0,-141976.0
WarrantsIssuedToSecondarySellingAgent,86092.0,,,
ProceedsFromIssuanceOfConvertibleNotesPayableNet,0.0,,,
AbandonmentOfFullyDepreciatedPropertyAndEquipment,66428.0,,,
FairValueOfCommonSharesIssuedForMineralPropertyInterests,0.0,,,
RightOfUseAssetAndLeaseLiabilityUponAdoption,0.0,,1034000.0,0.0
DefaultPenalties,0.0,,,
ConveyanceOfOilAndGasPropertiesToSatisfyDebtAndAccountsPayable,2052500.0,,,
EmbeddedDerivativeLiability,0.0,0.0,0.0,
CapitalLeaseObligationsIncurred,529000.0,0.0,763247.0,28932.0
NoncashOrPartNoncashAcquisitionHoldback,2147291.0,,1504512.0,
AccountsPayableSettledByCommonStockIssued,0.0,,,0.0
EffectOfExchangeRateChangesOnCashAndCashEquivalents,66978000.0,-2320.0,,-2380.0
LineOfCreditFacilityMakeWholePremium,480000.0,,,
PreferredStockConversionsInducements,7459600.0,0.0,0.0,
MonetaryResultsEffectGeneratedByCashAndCashEquivalents,-58415000.0,,,
IssuanceOfCommonStockforServices,1000.0,,,
StockIssuedDuringPeriodValueIssuedForPurchaseOfMembershipInterestInSubsidiaryAmount,0.0,,,0.0
FairValueOfAssetsAcquired,84460.0,,2250.0,1662013.0
PropertyAndEquipmentPurchasesIncludedInAccountsPayable,0.0,11000.0,,
