,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,,,,,,,,,1527829.0,1527829.0,190319.0,,1527829.0,,,0.0,148000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
LongTermDebtNoncurrent,,,,,,,,115205000.0,13270159.0,97009000.0,86708000.0,17393.0,17066000.0,13962.0,79760000.0,75027.0,570370.0,0.0,572794.0,42654000.0,6710.0,62388000.0,2153.0,6710.0,6710.0,18453705.0,0.0,9544425.0,321222000.0,9544425.0,321222000.0,16335000.0,229008000.0,9544425.0,7501000.0,0.0,5469000.0,225805000.0,1140000.0,,0.0,0.0,240785000.0
CommonStockSharesSubscriptions,,,,,,,,,25000.0,99960.0,0.0,26572.0,50613.0,25000.0,,130362.0,0.0,6424.0,60000.0,0.0,115662.0,0.0,15000000.0,15000.0,10000.0,-317000.0,39545.0,39545.0,10000.0,-310000.0,-317000.0,338750.0,72400000.0,0.0,18754.0,112500.0,85000.0,95000.0,61000.0,4600.0,936000.0,60862.0,13000.0
DeferredTaxLiabilitiesNoncurrent,,,,,,,43766000.0,58698000.0,38858000.0,47648000.0,28051.0,28154.0,170686.0,30689000.0,18691.0,20033000.0,27438000.0,38000.0,30441000.0,40680.0,15522000.0,40680.0,88468.0,15404000.0,5499994.0,14572000.0,73000.0,312693.0,74324000.0,73000.0,142650.0,100435.0,12559000.0,8615000.0,44561000.0,11139000.0,11139000.0,46606000.0,6299000.0,170900.0,170900.0,9027000.0,14432000.0
DerivativeLiabilitiesCurrent,,,,,,,,,45820.0,1680724.0,8677926.0,1463855.0,132427.0,0.0,2764.0,0.0,2873000.0,496920.0,71108.0,296875.0,15395.0,0.0,46985.0,0.0,0.0,237602.0,2245610.0,1533.0,0.0,1208000.0,270055.0,839000.0,338873.0,0.0,479059.0,368082.0,539860.0,18052.0,59740.0,310539.0,288.0,0.0,140299.0
DeferredRevenueCurrent,,,,,,,,,8704.0,18062.0,290508.0,388748.0,1308174.0,1913926.0,1622318.0,649612.0,0.0,3521805.0,239919.0,3522306.0,1625826.0,270657.0,13431.0,31383.0,22589.0,5779000.0,429639.0,13726.0,24712.0,115629.0,6363751.0,43602.0,19600.0,23563.0,3634000.0,17083.0,2565876.0,5317000.0,421178.0,2593726.0,23388.0,9239.0,3782400.0
ConvertibleDebtNoncurrent,,,,,,,,,5132740.0,200000.0,400000.0,605000.0,739775.0,640000.0,1192639.0,633306.0,1192639.0,23092.0,0.0,37610.0,0.0,1396858.0,0.0,1342696.0,2790777.0,450057.0,79376.0,1344242.0,0.0,1344242.0,380199.0,729475.0,869657.0,1059000.0,0.0,1071172.0,2415000.0,1038000.0,2061388.0,167077.0,8465000.0,613050.0,5089000.0
SharesHeldForCancellation,,,,,,,,,,,0.0,-50076.0,-50076.0,-50076.0,,-99762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreferredStockValueOutstanding,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,79424000.0,79184000.0,79932000.0,79184000.0,80460000.0,80193000.0,80193000.0,81597000.0,81302000.0,81302000.0,82524000.0,
InterestPayableCurrent,,,,,,,,,38604.0,1247.0,144771.0,616.0,616.0,426845.0,3123.0,0.0,0.0,1315.0,7500.0,7707.0,532392.0,47218.0,1465059.0,166388.0,9582.0,1465059.0,0.0,6025.0,12082.0,92204.0,92204.0,12082.0,14582.0,14582.0,5500000.0,17082.0,17082.0,,,,,,
TemporaryEquityCarryingAmount,,,,,,,,,,2517447.0,0.0,2027945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetentionPayable,,,,,,,,,,0.0,4282416.0,,8374762.0,0.0,8374762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockValueOutstanding,,,,,,,,,171440.0,148420.0,148420.0,,185493.0,182108000.0,185493.0,183954000.0,183027000.0,67449.0,183027000.0,187316000.0,186376000.0,212813.0,190668000.0,194316000.0,228794.0,228794.0,228794.0,298099000.0,228794.0,245199.0,228794.0,300426000.0,300426000.0,308319000.0,308899000.0,309575000.0,308899000.0,314357000.0,314357000.0,317735000.0,314357000.0,318456000.0,323412000.0
ObligationToIssueShares,,,,,,,,,1177780.0,0.0,108000.0,113333.0,14625.0,113333.0,,113333.0,34975.0,0.0,0.0,153500.0,2520.0,0.0,2800.0,32776.0,,,,,,,,,,,,,,,131527.0,,,,
DebtDefaultLongtermDebtAmount,,,,,,,,,8937038.0,3566742.0,8937038.0,1776643.0,1776643.0,0.0,1776643.0,,,,,,,,,0.0,19524000.0,19524000.0,,12328000.0,,,,,,,,,,,,,,,
OtherLiabilitiesCurrent,,,,,,,58847000.0,62471000.0,50855000.0,61984000.0,4386.0,5810.0,621000.0,40700.0,53050.0,571099.0,68887.0,609007.0,5387349.0,6943.0,28282322.0,129486.0,37500.0,41087000.0,812114.0,256769.0,182944.0,5243000.0,45595000.0,475273.0,234791.0,234791.0,1436083.0,34799000.0,467463.0,331063.0,2592015.0,51848.0,51848.0,3131279.0,3131279.0,47374000.0,46774.0
DeferredIncomeTaxLiabilities,,,,,,,,,5402258.0,3334597.0,2825752.0,2385271.0,2700000.0,791939.0,791939.0,791939.0,,791939.0,781186.0,199131.0,0.0,689974.0,711477.0,0.0,,676064.0,,,,,,,,,,,,,,,,,
TotalLiabilitiesAndTemporaryEquity,,,,,,,,,,,21003000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeferredCompensationEquity,,,,,,,,,,5000.0,126855.0,126855.0,198157.0,0.0,0.0,0.0,0.0,256027.0,0.0,113125.0,0.0,256027.0,20548.0,37352.0,,2009.0,0.0,,,3453027.0,,,,,,,,,,,,,
ConstructionLoanNoncurrent,,,,,,,,,19709826.0,11651861.0,48710789.0,,92291862.0,101052644.0,102124167.0,102467951.0,91652500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
LiabilitiesCurrent,,,,,,,141588000.0,141588000.0,2133045.0,432491.0,2357114.0,316302.0,61294864.0,46151734.0,47719092.0,31922.0,325859965.0,620554.0,-482000.0,4824511.0,7640954.0,807810000.0,93889.0,807810000.0,1950671.0,7884626.0,5164479.0,8891.0,3604569.0,675644000.0,468550.0,2229139.0,87776.0,5806187.0,437576.0,35656.0,14953000.0,446346000.0,765582.0,442887000.0,162297.0,7085581.0,3792685.0
PreferredStockValue,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3371206.0,,0.0,0.0,,0.0,1000.0,0.0,0.0,0.0,20000.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5300.0,,3000.0,,,
ContributedSurplus,,,,,,,,,,,244925.0,,,,,156000.0,151000.0,152000.0,12180000.0,4880.0,152000.0,152000.0,152000.0,124000.0,124000.0,124000.0,124000.0,124000.0,124000.0,124000.0,,,,,6689000.0,,,9676000.0,,,,,
LongTermNotesPayable,,,,,,,,,64720.0,335672.0,308362.0,282827.0,308362.0,0.0,166839.0,388580.0,50000.0,50000.0,102124167.0,701403.0,50000.0,50000.0,17123720.0,14963861.0,94376351.0,90349251.0,11811025.0,89887052.0,0.0,104414223.0,40700.0,104131086.0,104131086.0,104131086.0,40700.0,0.0,,1406522.0,1406522.0,,,167077.0,164193.0
CapitalLeaseObligationsNoncurrent,,,,,,,,,11537.0,7953.0,1403.0,45057.0,58376.0,34694.0,69039.0,7289.0,1682622.0,3560819.0,69039.0,50917.0,308794.0,364000.0,0.0,526.0,39821.0,17182.0,573000.0,0.0,233770.0,594133.0,2687887.0,0.0,0.0,6472.0,8006.0,284515.0,240627.0,50000.0,207599.0,207599.0,49000.0,49000.0,
ShareSubscriptionLiability,,,,,,,,,,,71318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherLoansPayableLongTerm,,,,,,,,,6495428.0,0.0,0.0,,2468600.0,2457309.0,7653010.0,15930182.0,7586776.0,,76670.0,,,,,,,,,,,,,,,,,,,,,,,,
UnrealizedGainInMarketableEquitySecurity,,,,,,,,,15475.0,15475.0,15475.0,15475.0,15475.0,15475.0,16392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasuryStockValue,,,,,,,173671000.0,173671000.0,174694000.0,14000.0,1343333.0,174694000.0,729444.0,11003545.0,9553.0,1011091.0,175823000.0,100000.0,17.0,150000.0,150000.0,452403.0,214520000.0,58036.0,12.0,214520000.0,225706000.0,0.0,1264194.0,1264194.0,4066610.0,1800000.0,60.0,2.0,0.0,1264194.0,286951000.0,1264194.0,1264194.0,,286951000.0,286951000.0,286951000.0
ConvertibleLongTermNotesPayable,,,,,,,,,,,0.0,1058309.0,12708.0,1051667.0,174895.0,0.0,0.0,0.0,16674686.0,1670.0,603041.0,602205.0,2000000.0,5010.0,611770.0,624613.0,,605850.0,,200000.0,0.0,,0.0,0.0,,,0.0,1073000.0,1073000.0,1073000.0,1205000.0,1255000.0,1255000.0
DeferredRevenueNoncurrent,,,,,,,,,4667930.0,1847.0,11280.0,4646868.0,7455790.0,56082.0,4646868.0,7625876.0,29717.0,0.0,308000.0,7274000.0,308000.0,35000.0,0.0,346836.0,35000.0,9937000.0,5509.0,2397000.0,2422000.0,,,,,,,0.0,,,3188.0,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,73902.0,116879.0,103254.0,,,,,,,7994358.0,,,,-13628.0,,-13628.0,,,,,,,,,,,,,,,,,
MineReclamationAndClosingLiabilityNoncurrent,,,,,,,,,3026665.0,3932966.0,7946000.0,572338.0,8293000.0,7955000.0,7955000.0,672338.0,672338.0,5955000.0,672338.0,672338.0,4805000.0,4613000.0,672338.0,4865000.0,672338.0,672338.0,,672338.0,,,,672338.0,672338.0,672338.0,,,,,,,,,
ConvertibleSubordinatedDebtNoncurrent,,,,,,,,,,,0.0,0.0,430316.0,,,,,3951310.0,4569595.0,3606330.0,,3673527.0,3673527.0,3673527.0,,,,,,,,,,,,,,,,,,,
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,,,,,,,,,4572033.0,73191.0,4572033.0,429769.0,336885.0,7146746.0,6248357.0,650182.0,6248357.0,8110972.0,6248357.0,8241559.0,10196203.0,336885.0,6248357.0,6248357.0,4989033.0,6248357.0,6248357.0,23038917.0,24660666.0,6248357.0,6248357.0,6248357.0,6248357.0,25103354.0,6248092.0,1230511.0,25103354.0,,25103354.0,,,,
AssetRetirementObligationsNoncurrent,,,,,,,,,50000.0,193545.0,339564.0,227819.0,171395.0,2351931.0,25935.0,339564.0,24699.0,27850.0,1241481.0,0.0,59245.0,3242007.0,3768773.0,156198.0,123827.0,3586019.0,163648.0,163648.0,163648.0,1204930.0,1219903.0,1219903.0,1219903.0,1219903.0,1257720.0,,,,,,,,
OtherLiabilitiesNoncurrent,,,,,,,4413000.0,1029000.0,6800.0,133505.0,14635.0,27024000.0,1272000.0,25998000.0,5544000.0,35000.0,6136.0,84375.0,84375.0,21659000.0,3072000.0,3072000.0,46875.0,17664000.0,46875.0,2178000.0,9375.0,1708000.0,9375.0,2376000.0,15354000.0,2725000.0,2795000.0,15354000.0,34801000.0,8352000.0,38580000.0,2079000.0,2273000.0,262000.0,2107000.0,1985000.0,2012000.0
OtherSurplusReserve,,,,,,,,,,,0.0,3792069.0,3792069.0,3792069.0,8308154.0,8308154.0,8308154.0,8308154.0,12379891.0,12379891.0,12379891.0,,,,,,,,,,,,,,,,,,,,,,
CommitmentsAndContingencies,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,
LiabilitiesNoncurrent,,,,,,,,,,325121.0,95508.0,80427.0,12708.0,375383.0,5801137.0,122484.0,85804.0,762048.0,1165431.0,572794.0,308794.0,308794.0,564928.0,107258.0,204209.0,340349.0,0.0,0.0,1593582.0,1284335.0,0.0,672338.0,44359.0,95204.0,40700.0,2554271.0,5229000.0,5229000.0,5500000.0,172176.0,207599.0,3326789.0,58704.0
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,,4049839.0,67235.0,5420347.0,172979.0,63281809.0,142120.0,111540.0,40050281.0,46677563.0,8023639.0,2225038.0,2225038.0,15794055.0,65975612.0,181263913.0,97370000.0,11652350.0,862870.0,25553473.0,,,,,,,,,,,,,,,,
Liabilities,,,,,,,228938000.0,184789000.0,19512439.0,163613.0,5060950.0,151870.0,97484.0,917255.0,802917.0,3787105.0,15298000.0,13005504.0,1181158.0,482977.0,9971.0,23839696.0,931491.0,1565455.0,19500.0,7711856.0,1502054.0,,1723675.0,434756.0,906481.0,1050428.0,132135.0,88029.0,120315.0,150935598.0,373188000.0,83300000.0,1931662.0,172679.0,5595885.0,15036955.0,7898889.0
MinorityInterest,,,,,,,1423000.0,2998000.0,640967.0,-128711.0,75964.0,-10342.0,49764445.0,16913000.0,3306000.0,3528655.0,3528655.0,-471098.0,0.0,-1638987.0,-8519.0,256.0,363000.0,-118176.0,-16061.0,-208553.0,4133000.0,19683.0,3082000.0,0.0,-352015.0,26579990.0,56033.0,7327909.0,-178288.0,1575000.0,2766000.0,95911000.0,95911000.0,299000.0,95911000.0,1877000.0,1888000.0
CommonStockValue,,,,,,,59000.0,59000.0,15519.0,1118149.0,1118149.0,7900.0,12153.0,27603.0,,8250.0,8500.0,1487.0,46849.0,97307.0,30314.0,39272.0,130008.0,64000.0,54182.0,39852.0,72975.0,,30000.0,98979.0,3007.0,89528.0,2181.0,5499.0,18970.0,2388.0,7900.0,48174.0,133506.0,127473.0,119741.0,34838.0,1000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,287301000.0,319855000.0,340328000.0,-1147517.0,-1419776.0,-530795.0,5416816.0,358355000.0,-971661.0,221285000.0,-971661.0,341399000.0,-1465854.0,350536000.0,4877795.0,1807349.0,37153809.0,35932691.0,339969000.0,-1184780.0,12039.0,8283265.0,407225000.0,1717098.0,369413000.0,369413000.0,504429.0,-1223410.0,-6151020.0,87757.0,1421001.0,901893.0,724614000.0,240229000.0,-2800792.0,129909000.0,133473000.0
AdditionalPaidInCapitalCommonStock,,,,,,,,,,17737572.0,59021550.0,17737572.0,17737572.0,221101.0,8766045.0,278652000.0,8766045.0,18438000.0,4393735.0,43728218.0,19387453.0,77210649.0,587731.0,14336456.0,96691120.0,14336456.0,19398714.0,14336456.0,19398714.0,24931000.0,227911477.0,25522000.0,521987.0,521987.0,28006000.0,28006000.0,28006000.0,31796000.0,43100920.0,31796000.0,33779000.0,37813000.0,35767000.0
AdditionalPaidInCapital,,,,,,,133543000.0,139211000.0,12413966.0,23488984.0,1061629.0,6761514.0,12811461.0,12685036.0,12579860.0,3067959.0,13292219.0,5837077.0,28877540.0,8929384.0,10712971.0,23226988.0,112195.0,10033438.0,104409418.0,4907955.0,11884661.0,2434552.0,16430134.0,9122132.0,9713675.0,144000767.0,48898000.0,27653025.0,9962555.0,9740482.0,1183132.0,1183132.0,5587830.0,7180841.0,7868119.0,18370899.0,48003000.0
RetainedEarningsAccumulatedDeficit,,,,,,,392343000.0,388158000.0,-120826188.0,-54215178.0,439852000.0,-1169621.0,50034261.0,-20228381.0,-131142482.0,65939713.0,-3943147.0,84097961.0,58325932.0,-11485251.0,-9016554.0,-115942287.0,-243954000.0,3850758.0,-141796196.0,-14498955.0,-18121966.0,-18103580.0,-9013373.0,-30996907.0,-125922270.0,-875347.0,-31204831.0,-875347.0,-1766139.0,-5377094.0,-637911.0,-26921347.0,837625000.0,-34854841.0,-10766212.0,-17969641.0,-14248778.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-38906000.0,-36900000.0,156750.0,178821.0,-39255.0,-222.0,9618689.0,-30735.0,5467012.0,164235.0,5467012.0,9796563.0,5777443.0,3146000.0,11575083.0,8576497.0,162255.0,-15522.0,10475225.0,-29484.0,3263592.0,0.0,0.0,587062.0,-879304.0,15516.0,-33890.0,15674786.0,-1205000.0,-454477.0,-1681978.0,516668.0,-108332.0,-3866495.0,-3573503.0,-191212000.0,-3866495.0
StockholdersEquity,,,,,,,285878000.0,316857000.0,284511.0,-28449.0,-557821.0,-7558.0,-6904582.0,-651992.0,6511510.0,32653840.0,408786.0,-148053.0,-84696.0,334592.0,55109.0,59005.0,-64874.0,-18273.0,-18273.0,-2253736.0,1808213.0,-6662460.0,1526881.0,1488405.0,-277593.0,41073.0,1532398.0,-48957.0,3006307.0,-993592.0,-2005613.0,7800486.0,326623.0,-399927.0,-720338.0,-226855.0,10721721.0
LiabilitiesAndStockholdersEquity,,,,,,,552597000.0,472090000.0,3289389.0,1578.0,2919476.0,1542848.0,685.0,16024665.0,8071224.0,31661964.0,49662207.0,302816.0,111468902.0,25150198.0,14983.0,212438.0,2251123.0,2635136.0,120677082.0,7090000.0,318342.0,6888040.0,1302803.0,366110.0,7243.0,163.0,10267228.0,123659255.0,39872000.0,16777965.0,13147000.0,2962422.0,940.0,971693000.0,418203.0,4421.0,16266924.0
AllowanceForNotesAndLoansReceivableCurrent,,,,,,,,,,,,,,,,,0.0,701000.0,1813000.0,0.0,0.0,0.0,4403000.0,3083000.0,,3640000.0,4555000.0,4587000.0,,3919000.0,4494000.0,4494000.0,,7469000.0,7469000.0,17622000.0,,,,,,,
DeferredFinancingCostsOfUnsecuredConvertibleDebentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35769.0,0.0,35769.0,,,,,,,,,
DeferredFinancingCostsOfLongTermSecuredConvertibleDebentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93646.0,0.0,0.0,,,,,,,,,
CertificatesOfDepositAtCarryingValue,,,,,,,,,,,,,310716.0,310951.0,311263.0,311263.0,311495.0,311574.0,311263.0,58130.0,58130.0,58147.0,58130.0,10000.0,58161.0,58159.0,58153.0,58180.0,58184.0,58190.0,58196.0,58201.0,58207.0,58196.0,58221.0,58221.0,58230.0,58232.0,58233.0,58235.0,58236.0,58239.0,58239.0
LoansAndLeasesReceivableRelatedParties,,,,,,,,,,,,,496785.0,3177885.0,0.0,,0.0,85000.0,,,,,,,,,14978.0,0.0,15256.0,15256.0,15256.0,0.0,,15256.0,,,,,,,,,
CurrentPortionOfLongTermReceivable,,,,,,,,,,,,,0.0,104056.0,104056.0,116860.0,104056.0,104056.0,104217.0,105077.0,112205.0,99649.0,107830.0,101611.0,101954.0,98180.0,98180.0,98180.0,98180.0,113834.0,125053.0,122697.0,90091.0,64811.0,,,,,,,,,
GrantsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,811000.0,1037.0,1431.0,1446.0,906000.0,13000.0,906000.0,173000.0,906000.0,737000.0,,,,,,,
InvestmentInDigitalCurrency,,,,,,,,,,,,,,,,,,,,125000.0,125000.0,122671.0,0.0,115920.0,118494.0,116108.0,118494.0,114763.0,,,,,,117004.0,,,,,,,,,
BilledContractReceivables,,,,,,,,,,,,,871479.0,1742940.0,,4161055.0,2252372.0,2452478.0,2452478.0,1716223.0,3564444.0,1716223.0,1716223.0,3064115.0,1590811.0,2016646.0,2016646.0,726224.0,1527056.0,726224.0,,398374.0,398374.0,1475717.0,,398374.0,394242.0,,,,,,
PrepaidExpenseAndOtherAssets,,,,,,,,,,,,70723.0,5242418.0,7707546.0,8410698.0,8090656.0,7707546.0,,16637935.0,686.0,194004.0,,589864.0,2968431.0,3841714.0,,3308600.0,2552658.0,2552658.0,,2552658.0,6675351.0,6675351.0,6675351.0,,10000.0,6971810.0,,,,,,
TaxCreditCarryforwardAmount,,,,,,,,,,129285.0,,,,375000.0,375000.0,243.0,243000.0,375000.0,268000.0,13813000.0,268000.0,234000.0,268000.0,108000.0,108000.0,0.0,0.0,97000.0,150000.0,97000.0,113932.0,113932.0,0.0,254000.0,314000.0,314000.0,536000.0,416000.0,416000.0,625000.0,283000.0,375000.0,375000.0
SettlementAssetsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692442000.0,536725000.0,333242000.0,513713000.0,536725000.0,640455000.0,412177000.0,394138000.0,149047000.0,65765000.0,66222000.0,,73635000.0,24523000.0,24523000.0
OtherReceivablesPrepaymentsAndDepositsNet,,,,,,,,,,,,,,7859563.0,,11193541.0,11193541.0,11193541.0,14489152.0,14971660.0,14489152.0,14489152.0,14489152.0,9855913.0,11648969.0,11388006.0,10088586.0,9729096.0,14184183.0,12750074.0,,8904968.0,8904968.0,14532629.0,,7371301.0,10022882.0,,,,,,
AdvanceToSuppliers,,,,,,,,,,,,,,,,,,,,,,40504.0,40504.0,40504.0,,28455.0,69120.0,69120.0,69120.0,153816.0,154430.0,154430.0,154430.0,424903.0,489654.0,400136.0,,,,,,,
LeasePrepaymentsCurrentPortion,,,,,,,,,,,,,,,,,,,740276.0,744495.0,707810.0,,707810.0,183048.0,181258.0,,176764.0,176764.0,168993.0,,168418.0,161790.0,165706.0,168836.0,,168418.0,172700.0,,,,,,
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9030000.0,36989.0,49259.0,36989.0,36989.0,139764000.0,139764000.0,139764000.0,147671000.0,62827.0,62827.0,,,,,,,
IncomeTaxesReceivable,,,,,,,,,,,,,1083000.0,41590.0,2789.0,1814000.0,676000.0,676000.0,299.0,299.0,299.0,299.0,299.0,,2233000.0,25299.0,21728000.0,,20588000.0,21728000.0,21728000.0,83567.0,83567.0,4862000.0,12006000.0,12006000.0,130171.0,12006000.0,7029000.0,7558000.0,8324000.0,1864000.0,7480000.0
AdvancesOnInventoryPurchases,,,,,,,,,0.0,,,,27183336.0,36690325.0,179653.0,6089210.0,22295529.0,4769825.0,144302.0,26453255.0,42400517.0,36077781.0,864471.0,23529482.0,23529482.0,310136.0,62736.0,19402658.0,62736.0,208030.0,208030.0,235877.0,3539296.0,1168867.0,235877.0,1168867.0,483532.0,565124.0,473286.0,658175.0,473380.0,447476.0,447476.0
CostMethodInvestments,,,,,,,,,,,,,2418345.0,10835.0,33845000.0,33845000.0,12350000.0,142038.0,33845000.0,2661385.0,11096.0,12350000.0,12350000.0,11115.0,11157.0,70468.0,,87512.0,85697.0,87512.0,,0.0,81919.0,81919.0,46094.0,,,,,,,,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,,,,,,,,740000.0,740000.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,710652.0,1172900.0,710652.0,2916902.0,710652.0,,,,,,,
OtherLongTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22182.0,22182.0,22182.0,22183.0,1.0,1.0,2.0,1.0,,,,,,,,,
PrepaymentsRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136546.0,6384631.0,6996400.0,6996400.0,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,2267584.0,4070994.0,,2267584.0,,,,,,,,,,113506.0,336.0,336.0,25998000.0,336.0,14189.0,1358399.0,26572000.0,0.0,4872743.0,27676.0,0.0,,,,,,
NotesReceivableFairValueDisclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157730.0,159132.0,159132.0,,,,,,,
InterestReceivableCurrent,,,,,,,,,,,,,0.0,0.0,,438000.0,0.0,0.0,,0.0,0.0,,47601.0,,,,,,0.0,560.0,0.0,0.0,0.0,885047.0,0.0,1921.0,,,,,,,
LongTermInvestments,,,,,,,,,,0.0,,,11076931.0,100697.0,100697.0,4337000.0,24424.0,0.0,0.0,0.0,0.0,43149.0,52662.0,67662.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,75000.0,
NontradeReceivablesNoncurrent,,,,,,,,,,,,,0.0,625098.0,605060.0,562812.0,625098.0,625098.0,422426.0,387900.0,374643.0,345830.0,286830.0,237096.0,345830.0,345830.0,141601.0,167350.0,167350.0,167350.0,30823.0,61642.0,61642.0,0.0,,,,,,,,,
DeferredIncomeTaxesAndOtherAssetsNoncurrent,,,,,,,,,,,,,,1070592.0,,,,,,,,,0.0,8504000.0,8201000.0,8504000.0,8921000.0,8921000.0,9127000.0,9217000.0,8346000.0,8346000.0,8346000.0,8346000.0,6483000.0,,,,,,,,
DerivativeLiabilityConvertiblePromissoryNote,,,,,,,,,,,,,,,,876324.0,,513375.0,513375.0,2532340.0,,2832989.0,44806.0,2832989.0,,2832989.0,1015698.0,,1646448.0,1162058.0,1162058.0,3376672.0,3386251.0,2631179.0,3386251.0,1741933.0,,,,,,,
PropertyAndEquipmentNetExcludingConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,4661072.0,4496423.0,4661072.0,,4661072.0,3969531.0,4315094.0,4315094.0,3866765.0,3866765.0,3866765.0,3694304.0,3660078.0,,,,,,,,,
LeasePrepaymentsNet,,,,,,,,,,,,,32730707.0,32503861.0,32601149.0,32752536.0,32601149.0,,31763585.0,21932759.0,20732482.0,,8969352.0,8767063.0,8723066.0,,8455231.0,8252213.0,8455231.0,,7887587.0,7557225.0,7536733.0,7738307.0,,7872235.0,7872235.0,,,,,,
RestrictedCashAndInvestmentsNoncurrent,,,,,,,,,,,,,,0.0,78787269.0,78787269.0,78781125.0,15142094.0,78750898.0,0.0,288862.0,276471.0,276471.0,738168.0,17012105.0,17467052.0,369263.0,369078.0,643130.0,19983531.0,20111350.0,369263.0,20111350.0,20111350.0,16028722.0,1112408.0,1112408.0,,,,,,
ContractReceivableRetainage,,,,,,,,,,,,,1184382.0,735356.0,,999818.0,1237473.0,1237473.0,2208751.0,2152199.0,1093797.0,1377375.0,1909731.0,1909731.0,1004225.0,1909731.0,1909731.0,1461908.0,1589313.0,869878.0,,1653956.0,1653956.0,1241313.0,,3200117.0,1440169.0,,,,,,
AdvancedForShareIssuance,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42412.0,42412.0,42412.0,42412.0,20399.0,79098.0,37795.0,79098.0,47986.0,47986.0,81033.0,100017.0,111957.0,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,13356557.0,1414032.0,16488599.0,,17642085.0,,,,,,,181532.0,181532.0,168756.0,181532.0,168753.0,168753.0,,,,,,168753.0,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,2714627.0,,,,2407975.0,,,,2407975.0,,,,2152567.0,,,,2043603.0,,,,0.0,,3969000.0,3342000.0,3363000.0,6312000.0,20826000.0,,,,,
DepositForPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,89269.0,85777.0,90826.0,,90826.0,1590581.0,178617.0,1590581.0,178617.0,178617.0,98642.0,,,,,,,
LandUseRights,,,,,,,,,,,,,3119516.0,3096896.0,,6121456.0,4035948.0,6121456.0,6190059.0,4427495.0,6190059.0,6050017.0,6190059.0,6017569.0,6025000.0,6025000.0,5582690.0,5582690.0,5582690.0,5343810.0,,5104121.0,5104121.0,5104121.0,,5325127.0,5325127.0,,,,,,
