,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IssuanceOfStockAndWarrantsToRelatedPartiesForServicesOrClaims,,,,,,,,,,,,,,,,,,2200.0,5325.0,5325.0,2200.0,2200.0,,,,,,,,,,,,,,,,,,,,,,
SettlementOfClaims,,,,,,,,,,,,,,,,,,,,,-4201.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfOtherLongTermDebt,,,,,,,,,,,,,,,,,,45757.0,,,168835.0,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,,,,,,,,,,-163234.0,190241.0,283282.0,4427.0,-337193.0,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfOtherLongTermDebt,,,,,,,,,,,,,,,,,,,,,35359.0,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDisposalGroupHeldForSale,,,,,,,,,,,,,,,,,,805.0,804.0,804.0,-804.0,,,,,,,,,,,,,,,,,,,,,,,
FundsLoanedToNonaffiliates,,,,,,,,,,,,,,,,,,100000.0,100000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireAssetsInvestingActivities,,,,,,,,,,,,,,,,,,,6208.0,133071.0,133071.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinesses,,,,,,,,,,,,,,,,,,1600000.0,,1600000.0,,1600000.0,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfOtherDebt,,,,,,,,,,,,,,,,,,,,7002.0,7002.0,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSaleOfWarrantsInExchangeForDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IssuanceOfEquityInExchangeForProperty,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,
StockBasedCompensation,,,,,,,,,,881250.0,,3498750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
InventoryLIFOReservePeriodCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19182.0,-19182.0,,,,,,
CommonStockIssuedForLoanGuaranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26755.0,,,,,,
IncreaseDecreaseInNotesReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48302.0,,,,,,
UnrealizedGainLossOnDerivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19089.0,,,,,,
ProceedsFromContributionsFromParent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33825.0,,,,,,
DecreaseInNotesReceivableRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,,,,,,
IncreaseInNotesReceivableRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131500.0,,,,,,
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22058.0,22058.0,,,,,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49590.0,,,,,,
ConvertibleNotePayableIssuedInLieuOfSalaryRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000.0,50000.0,,,,,,
ProceedsFromPreviousAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromLinesOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93169.0,273361.0,,121828.0,,,,105466.0,,8080.0,,,,
PaymentsOfStockIssuanceCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,3600.0,,,,,,
ProceedsFromConvertibleLineOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
PaymentsOfLoanCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9655.0,9655.0,,,,,,
RepaymentsOfConvertibleNotesPayableRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12000.0,-12000.0,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22283.0,2400.0,,,,,,
PaymentsForOtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecordingOfDebtDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212420.0,,,,,,,
SharesIssuedForLoanGuaranteeRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68250.0,22123.0,,,,,,
TransferOfPrepaidAssetToInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31752.0,21168.0,,,,,,
DepreciationTransferredToInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11015.0,10989.0,,,,,,
TransferOfInventoryToPropertyAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56677.0,0.0,,,,,,
PrepaidInsuranceFinancedByThirdParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31250.0,2412.0,,,,,,
StockRetiredDuringPeriodShares,,,,,,,,,,,,,,,,,,,,375000.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromContributionOfAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForCustomerLists,,,,,,,,,,,,,,,,,,,75000.0,75000.0,,75000.0,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForSoftware,,,,,,,,,,,,,,,,,,,255000.0,255000.0,,255000.0,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForGoodwill,,,,,,,,,,,,,,,,,,,0.0,0.0,,748989.0,,,,,,,,,,,,,,,,,,,,,,
DebtOwedInRetirementOfStock,,,,,,,,,,,,,,,,,,,,160000.0,,,,,,,,,,,,,,,,,,,,,,,,
StockRepurchasedDuringPeriodValue,,,,,,,,,,,,,,,,,,,,142500.0,,,,,,,,,,,,,,,,,,,,,,,,
WriteoffOfDeferredFinancingCosts,,,,,,,,,,,,7500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,250000.0,,,,,,,,,,
PaymentsToAcquireProductiveAssets,,,,,,,,,,,,0.0,-30435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfOtherAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20817.0,,,,-110.0,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14673.0,,,,-8956.0,,,-47675.0,
IncreaseDecreaseInCustomerAdvancesAndDeposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50000.0,,,,,,,
ProceedsFromDecommissioningFund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
ReductionOfCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,,,,25000.0,,,,
PurchaseOfTreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71670.0,,,,71670.0,,,,
ConversionOfDebtAndAccruedInterestIntoCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35584.0,,,,
AdjustmentForAmortization,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,45431.0,,
IncreaseDecreaseInPrepaidSupplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109117.0,,
ProceedsFromStockOptionsExercised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433332.0,,
ProceedsFromOtherDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupplementalShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207200.0,,
SaleOfSharesAndWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-674278.0,,
ShareholderCashContribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200000.0,,
ProceedsFromBankDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
TransferOfPropertyForDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393795.0,,
BeneficialConversionOnFeatureOfPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37805.0,,
DeemedDividendForBeneficialConversionFeatureOfPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccretionOfDiscountOnInvestments,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetLossFromContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4059985.0,,-189611.0,,,,,
ChangeInFairValueOfDerivativeLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68486.0,,,,,
BeneficialConversionFeaturesAndDerivativeInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5091530.0,,,,,
FixedAssetWriteoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-498.0,-498.0,,,-498.0,
GainLossOnCryptocurrency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DefaultPenaltyInterestOnConvertibleNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213414.0,,,,,
SubscriptionReceivableWriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7707.0,,,-188.0,
PaymentsToAcquireBusinessesGross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103805.0,,,,
IssuanceOfShareForConvertibleDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86598.0,,47348.0,,,,,
IssuanceOfShareForConversionOfPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,,
StockSubscriptionReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,,,,,
CancellationOfShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,,,,,
IssuanceOfSharesOfCommonStockForConvertibleDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64998.0,,,1583038.0,,,47347.0,
IssuanceOfSharesOfCommonStockForConversionOfPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,3700.0,
CancellationOfCommonShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,,,,,
DerivativeLiabilitiesRecognizedAsDebtDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReplacementOfConvertibleNoteToConvertibleNoteRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74084.0,,,,,
GainOnSettlementOfAccruedExpenses,,,,,,,,,,,,-150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncashInterestExpense,,,,,,,,,,,,40000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForServicesRendered,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentLossOnInvestee,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,,,,0.0,,,,6831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DecreaseInAdvanceToConsultant,,,,,,,,,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,,-1246025.0,-300798.0,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfOilAndGasProperty,,,,,,,,,,,,,,,,,,127478.0,,,,,,,,,,,,,,,,,,,,,,,,,,
DueFromRelatedParty,,,,,,,,,,,,,,,,0.0,,,-159183.0,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInSecurityDeposits,,,,,,,,,,,,,,,,,,224810.0,224810.0,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromOtherShortTermDebt,,,,,,,,,,,,,,,,,,22355.0,,,,-24500.0,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromShortTermDebtRelatedParty,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsOfDistributionsToAffiliates,,,,,,,,,,,,,,,,,,,958365.0,,,,,,,,,,,,,,,,,,,,,,,,,
CustomerLists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software,,,,,,,,,,,,,,,,,,255000.0,255000.0,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwill1,,,,,,,,,,,,,,,,,,748989.0,748989.0,,,,,,,,,,,,,,,,,,,,,,,,,
IssuanceOfCommonSharesForOilAndGasProperties,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockSurrenderedToSettleRelatedPartyLiabilitySeeNote7,,,,,,,,,,,,,,,,,,159183.0,159183.0,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfLinesOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734.0,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossOnNotePayableConversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300886.0,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6189.0,
SubscriptionReceivableWriteoffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WriteoffOfOtherCurrentAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentOnDisposalOfSubsidiaryCompany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,
WriteOffOfNoteReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForPrincipalOfNotePayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForInterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SettlementOfLiabilitiesThroughDisposalOfSubsidiaryCompany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfFederalHomeLoanBankBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.0,,,1694.0,
ConversionOfStockAmountConverted1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317258.0,,,,,182454.0,,,357767.0,
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeneficialConversionFeatureInitiallyRecordedAsDebtDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000.0,
InducedConversionOfConvertibleDebtExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoanPayablePaidByRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExchangeOfAccountsReceivableForNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662534.0,
CommonStockSurrenderedToSettleRelatedPartyLiabilitySeeNote8,,,,,,,,,,,,,,,,159183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOperatingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OriginationOfNotesReceivableFromRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000.0,,,,,,,,,
IncreaseDecreaseInNotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,250000.0,,250000.0,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,,-131500.0,,,-131500.0,,,,
ProceedsFromRepurchaseOfRedeemablePreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,,,
SharesIssuedForServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30375.0,,,,,,,
IncreaseDecreaseInAdditionalPaidincapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33825.0,,,,,,,,,,
IncreaseDecreaseInNotesReceivableRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145000.0,,,,
AccruedCommissionsExpense,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CostsExpendedForDisposalGroupHeldForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodAcquisitionCustomerLists,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodAcquisitionSoftware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StocklssuedDuringPeriodAcquisitionGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConvertibleNoteExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000.0,,,,
AmountOfIssuanceOfStockForDonation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossContingencyLossInPeriod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000.0,,,,
IncreaseDecreaseInAccruedInterestRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14798.0,,,,
ChecksDrawnInExcessOfBankBalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18628.0,,,,
FinanceLeasePrincipalPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7438.0,,,,
DiscountOnDerivativeFinancialInstruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668000.0,,,,
LoansIssuedToAcquireFixedAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TransferOfConvertibleNoteToConvertibleNoteRelatedPartiesNonCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CompensatoryLoanIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,-180000.0,,,,,,,,,,,,,,,,,,,,,,
NoncashWriteOffOfOldDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherEmployeeRelatedLiabilities,,,,,,,,,,,,,,,,,,,,,,-699592.0,,,,,,,,,,,,,,,,,,,,,,
RelatedPartyLoans,,,,,,,,,,,,,,,,,,,,,,-71672.0,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStockAndOptions,,,,,,,,,,,,,,,,,,,,,,873601.0,,,,,,,,,,,,,,,,,,,,,,
