,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
GainLossOnSaleOfProperty,,,,,,,,,,,,,995911.0,-50000.0,,-50000.0,0.0,0.0,-50000.0,-50000.0,,,,,,,,,,,,,,,,,,,,,,,
SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,,,,,,,,,,,,,,444448.0,0.0,1878.0,,0.0,1037.0,-10868.0,,444448.0,1037.0,-10868.0,,0.0,,,,,,,,,,,,,,,,,
WriteDownOfMineralProperty,,,,,,,,,,,,,,,100000.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,
LossOnInvestmentWriteOff,,,,,,,,,,,,,,,,,,,47675.0,,,,,,,,,,,,,,,,,,,,,,,,
DepositOnEquipmentWrittenOff,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,,,,,3032000.0,,,39573.0,3032000.0,6446.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
InterestExpenseLesseeAssetsUnderCapitalLease,,,,,,,,,,,,,,,,,209035.0,132963.0,257945.0,,,,,,,,,,,,,,,,,,,,1175.0,,29980.0,,
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,,,,,,0.0,383238.0,,383238.0,,,,,,,,,,,,,,,,,5305000.0,,,,
NubianOptionAgreement,,,,,,,,,,,,,,0.0,-127994.0,,-127994.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ContributionsToCapitalRelatedParty,,,,,,,,,,,,,,20000.0,68300.0,68300.0,20000.0,68300.0,0.0,68300.0,,,,,,,,,,,,,,,,,,,,,,,
WriteoffOnDiscountOfConvertibleNotes,,,,,,,,,,,,,,,,,,-102121.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
StockOptionIssuedToEmployee,,,,,,,,,,,,,,,,,,,0.0,,,,,56643.0,,,,0.0,,,,,,,,,,,,,,,
AccruedInterestFromRestrictedCash,,,,,,,,,,,,,,,30000.0,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,
NoncashComponentOfLossGainOnSettlementOfDebt,,,,,,,,,,,,,,,,,,,-924089.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForRepurchaseOfWarrants,,,,,,,,,,,,,,,,,,,-194321.0,,,,,,,,,,,,,,,,,,,,,,,,
GainOnSaleOfSubsidiaries,,,,,,,,,,,,,,,,,,3420612.0,3420612.0,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseAdvances,,,,,,,,,,,,,,,55504.0,54592.0,,,0.0,54592.0,,,,,,,,,,,,,,,,,,,,,,,
CostOfResetProvision,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceInitialPublicOffering,,,,,,,,,,,,,,73121850.0,73121850.0,0.0,0.0,0.0,73121850.0,,,,,5982832.0,,,,,,,,,,,,,,11405000.0,,,,11405000.0,5564000.0
WriteDownOfLandDepositsNonCashPortion,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromDepositReceivedForStockSubscription,,,,,,,,,,,,,,,,,,30000.0,0.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,
ValuationAllowanceForImpairmentOfRecognizedServicingAssetsAggregateWriteDowns,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForProceedsFromProductiveAssets,,,,,,,,,,,,,,,-936.0,,19738.0,0.0,-936.0,,,,,,,,,,,,,,,,,,,,490694.0,,625.0,,
InterestPaidThroughIssuanceOfDebt,,,,,,,,,,,,,,,,0.0,0.0,282569.0,282569.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInMogollonOptionPayments,,,,,,,,,,,,,,,450000.0,750000.0,750000.0,50000.0,52245.0,750000.0,,750000.0,-876509.0,102245.0,,,,,,,,,,,,,,,,,,,
DeconsolidationGainLossAmountNetOfCash,,,,,,,,,,,,,,,,,,,334589.0,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,-141000.0,0.0,-407000.0,-407000.0,-141000.0,429000.0,,,429000.0,0.0,,,,,,,,,,,,,,,,,,,
TransactionCosts,,,,,,,,,,,,,,0.0,369000.0,,0.0,369000.0,517000.0,,,,517000.0,,,,,,,,,,,,,,,,,,,,
WriteoffConstructioninProgress,,,,,,,,,,,,,,,,,,658440.0,658440.0,,,,,,,,,,,,,,,,,,,,,,,,
ValuationAllowanceforImpairmentofRecognizedServicingAssetsAggregateWritedownsTrademarkCost,,,,,,,,,,,,,,,,,,279.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentForLandUseRights,,,,,,,,,,,,,,0.0,,738845.0,0.0,0.0,738845.0,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForDebt,,,,,,,,,,,,,,,,,,,161269.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireRoyaltyInterestsInMiningProperties,,,,,,,,,,,,,,10000.0,0.0,0.0,220785.0,220785.0,0.0,220785.0,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentChargeToAdnetAssetsNetOfCash,,,,,,,,,,,,,,,,,,,209497.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromTermLoan,,,,,,,,,,,,,,,,,,,0.0,225000.0,,,,,,,,,,,,,,,,,,,,,,,
ReclassifyAccountsPayableToDebt,,,,,,,,,,,,,,,,,,,164698.0,,,,,,,,,,,,,,,,,,,,,,,,
GainOnDeconsolidationOfAdnet,,,,,,,,,,,,,,,,,,,-470041.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
PaymentsOnTermLoan,,,,,,,,,,,,,,,,,,,3863.0,225000.0,,,,,,,,,,,,,,,,,,,,,,,
LossOnUncollectibleShareholderLoanAndRelatedPartyLoan,,,,,,,,,,,,,,,,,,,-473698.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForOtherComprehensiveIncome,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRefundsFromSuppliersOfMaterial,,,,,,,,,,,,,0.0,0.0,1267327.0,,,,1267327.0,,,,,,,,,,,,,,,,,,,,,,,,
LossOnUncollectibleLoan,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromDirector,,,,,,,,,,,,,,61875.0,61875.0,61875.0,0.0,61875.0,61875.0,61875.0,,,,,,,,,,,,,,,,,,,,,,,
IncreaseInAccruedExpensesForDeferredOfferingCosts,,,,,,,,,,,,,,79000.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToDirector,,,,,,,,,,,,,,0.0,61875.0,61875.0,61875.0,0.0,61875.0,61875.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromShareholder,,,,,,,,,,,,,,100000.0,0.0,100000.0,100000.0,100000.0,0.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromDisposalOfPropertyAndEquipmentInDiscontinuedOperations,,,,,,,,,,,,,,-12496.0,0.0,-12496.0,0.0,-12496.0,-12496.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,,,,,,,,,,,,,,0.0,-19.0,,,,-19.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToShareholder,,,,,,,,,,,,,,100000.0,0.0,100000.0,0.0,100000.0,100000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSharesToBeIssued,,,,,,,,,,,,,,,,,,500000.0,500000.0,,,0.0,,,,,0.0,39545.0,,,,,,,,,,,,,,,
SharesCancelledToSettleLoansToRelatedParties,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
EquityMethodInvestmentDistributions,,,,,,,,,,,,,,,,,784000.0,161000.0,295000.0,44000.0,,,,,,,,,,,,,,,,,,,,,,,
AdvancesToThirdParties,,,,,,,,,,,,,,,,,,,1483628.0,,,,1483628.0,,,,,,,,,,,,,,,,,,,,
PropertyPlantandEquipmentAdditionsLandDeposit,,,,,,,,,,,,,,,,,,-50165.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSubscriptionReceived,,,,,,,,,,,,,,0.0,60000.0,60000.0,0.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NetProceedsOnSaleOfSubsidiaries,,,,,,,,,,,,,,,,,,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,
CancellationOfCommonStock,,,,,,,,,,,,,,0.0,0.0,0.0,50000.0,0.0,50000.0,0.0,,72358.0,,,,8113.0,,,,,,,,,,,,,,,,,
NetProceedsOnSalesOfAssets,,,,,,,,,,,,,,,,,,-1723710.0,-1723710.0,,,,,,,,,,,,,,,,,,,,,,,,
StockDepositReclassifiedAsEquity,,,,,,,,,,,,,,,,,,30000.0,30000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromConstructionLoansPayable,,,,,,,,,,,,,,,,,,,32250.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireLongtermInvestments,,,,,,,,,,,,,,,0.0,472270.0,,,35193.0,,,,,,,,,,,,,,,,,,,,,,,,
ForgivenessOfShareholderLoanRecordedAsContributedCapital,,,,,,,,,,,,,,,,,,,88235.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
DisposalOfSubsidiary,,,,,,,,,,,,,,,,,,-64292970.0,0.0,0.0,,64292970.0,0.0,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireBusinessesAndInterestInAffiliates,,,,,,,,,,100000.0,,,,0.0,,1000000.0,,1000000.0,0.0,8176947.0,,,,,,,,,,,,,,,,,,,,1458675.0,1468226.0,1468227.0,
ProceedsFromOtherDeposits,,,,,,,,,75000.0,75000.0,,,75000.0,0.0,103.0,0.0,0.0,75000.0,707504.0,75000.0,,,0.0,5663158.0,,0.0,,75000.0,,,,,,,,,,,,,,,
NetAssetsAndLiabilitiesReceivedFromConsolidationOfSubsidiary,,,,,,,,,,,,,,45386103.0,45386103.0,,0.0,45386103.0,45386103.0,,,,,,,,,,,,,,,,,,,,,,,,
DiscountOnWarrantsIssuedWithDebt,,,,,,,,,,,,,,,,,,,190500.0,190500.0,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,,,,,,,,,742.0,,,742.0,,,,,,,,2500.0,,,0.0,,,,,,,,,,
ProceedsFromIssuanceOfUnsecuredDebt,,,,,,,,,,,,,576646.0,1014420.0,0.0,3122268.0,0.0,387218.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
CashAtBank,,,,,,,,,,,,,,768578.0,115681.0,0.0,772041.0,38205.0,103041.0,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentPurchasedWithCapitalLeases,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
GuaranteedInvestmentCertificates,,,,,,,,,,,,,,2027800.0,4437667.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfUnsecuredDebt,,,,,,,,,,,,,379822.0,25000.0,0.0,1706840.0,379822.0,10861722.0,25000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfConstructionLoansPayable,,,,,,,,,,,,,,,,,,,341986.0,,,,,,,,,,,,,,,,,,,,,,,,
ShareholderAdvancesRepaidByStockIssuances,,,,,,,,,,,,,,,,,,,0.0,94440.0,,,,,,,,,,,,,,,,,,,,,,,
PropertyAndEquipmentCostsReducedBySettlementAgreement,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseInRestrictedCashHeldAsCollateralForBankLoans,,,,,,,,,,,,,0.0,,,0.0,-2646040.0,-305203.0,-2331457.0,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedForSettlementOfDebt,,,,,,,,,,,,,,,,434673.0,,0.0,0.0,22620.0,,479162.0,,,,85890.0,,,,,,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalDeductionRelatedToReverseCapitalization,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForNoncontrollingInterest,,,,,,,,,,,,,,,,,,,516.0,,,,,0.0,,,,-12930.0,,,,-12930.0,,,,,,,,,,,
ProceedsFromStockOptionAndWarrantExercises,,,,,,,,,,,,,869000.0,956000.0,,,439000.0,549000.0,549000.0,,,,,,,,,,,,,,,,,,,,,,,,
InsurancePremiumsFinancedWithNotePayable,,,,,,,,,,,,,0.0,,122212.0,105121.0,,,122212.0,122212.0,,17879.0,168182.0,0.0,,,,,,,,,,,,,,,,,,,
IssuanceOfCommonStockInExchangeForAssetsOfAcquiredBusiness,,,,,,,,,,,,,,,,,0.0,2100000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,
LoanAdvancesToShandongMediaShareholders,,,,,,,,,,,,,,,,,,,32771.0,,,,,,,,,,,,,,,,,,,,,,,,
IssuanceOfOptionsToPurchaseCommonStockInExchangeForAssetsOfAcquiredBusiness,,,,,,,,,,,,,,,,,1131000.0,0.0,1131000.0,,,,,,,,,,,,,,,,,,,,,,,,
LoanRepaymentsFromShandongMediaShareholders,,,,,,,,,,,,,,,,,,,29663.0,,,,,,,,,,,,,,,,,,,,,,,,
DepositAppliedToAcquisitionOfSubsidiary,,,,,,,,,,,,,,,,,,,0.0,10170.0,,10170.0,,10170.0,,10170.0,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsDiscOpsAtCarryingValue,,,,,,,,,,,,,0.0,0.0,-308000.0,,,,0.0,,,,,,,,4084000.0,,,,1707000.0,,,,2170000.0,,,0.0,,,,,
ProceedsFromIssuanceOfConvertiblePreferredStock,,,,,,,,,,,,,,,0.0,64210.0,,300000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
ConvertibleDebtIssuedToSettleLoansPayable,,,,,,,,,,,,,,0.0,350000.0,0.0,0.0,350000.0,350000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ConvertibleDebtIssuedToSettleRelatedPartyAdvances,,,,,,,,,,,,,,150000.0,0.0,150000.0,150000.0,0.0,0.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,
LongTermLoansAndPayablesOffsetAgainstConsiderationFromDisposalOfASubsidiary,,,,,,,,,,,,,,,,,,,22432865.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedForMineralPropertyAcquisitions,,,,,,,,,,,,,,2201100.0,0.0,2201100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfEquitySecurities,,,,,,,,,,,,,,,,,,,6285000.0,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalRecognitionOfDerivativeLiabilities,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
OtherReceivableForInsuranceRecoveryOnDamagedEquipment,,,,,,,,,,,,,,,,,,,0.0,,,,1097000.0,,,,,,,,,,,,,,,,,,,,
StockIssuedInSatisfactionOfAccountsPayable,,,,,,,,,,,,,-220617.0,0.0,-225617.0,,,,-224004.0,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueExerciseOfWarrants,,,,,,,,,,,,,,,,0.0,227.0,227.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedForFindersFee,,,,,,,,,,,,,,100000.0,0.0,180.0,100000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
PaymentOfFinancingAndStockIssuanceCostsAssociatedWithDecemberFinancingAndSharesIssuances,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DisposalOfPropertyAndEquipmentForDebtSettlement,,,,,,,,,,,,,,16952.0,0.0,0.0,16952.0,16952.0,0.0,16952.0,,,,,,,,,,,,,,,,,,,,,,,
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromJinanParent,,,,,,,,,,,,,,,,,,,151759.0,,,,,,,,,,,,,,,,,,,,,,,,
TransferOfDividendPayableToAmountsDueToRelatedParties,,,,,,,,,,,,,630040.0,630040.0,630040.0,0.0,0.0,630040.0,630040.0,,,,,,,,,,,,,,,,,,,,,,,,
ReceivablesFromDisposalOfFuzhouYadaAndShanghaiYada,,,,,,,,,,,,,,,,,,,408800.0,,,,,,,,,,,,,,,,,,,,,,,,
IssuanceOfStockForSettlementOfAccruedInterest,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
CancellationOfCommonShares,,,,,,,,,,,,,,,,,,5925960.0,5925960.0,,,,,,,,,,,8113.0,,,,,,,,,,,,,
ForgivenessOfDebtByADirectorAndShareholder,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SettlementOfSeniorSecuredPromissoryNote,,,,,,,,,,,,,,,,,,3568236.0,3568236.0,,,,,,,,,,,,,,,,,,,,,,,,
IssuanceOfCommonStockForAcquisitionOfVegfab,,,,,,,,,,,,,,,,0.0,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,
WarrantsIssuedOnSettlementOfLegalActionTwo,,,,,,,,,,,,,,,366000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TransferFromConstructionInProgressToPropertyAndEquipment,,,,,,,,,,,,,,,,,,,1237838.0,,,,,1237838.0,,,,0.0,,,,,,,,,,,,,,,
ValueOfWarrantsIssuedForIssuanceCostsInConnectionWithTheConvertibleNote,,,,,,,,,,,,,,,,,,,0.0,,,,128072.0,,,,,,,,,,,,,,,,,,,,
ValueOfSharesAndWarrantsIssuedInConnectionWithAugustTwoZeroOneTwoPrivateFinancing,,,,,,,,,,,,,,,,,,,2639640.0,,,,,,,,,,,,,,,,,,,,,,,,
CapitalizedExplorationCostsRecordedAsAccruals,,,,,,,,,,,,,,-569000.0,312000.0,312000.0,0.0,312000.0,312000.0,,,,,,,,,,,,,,,,,,,,,,,,
ValueOfStocksAndWarrantsIssuedForIssuanceCostsInConnectionWithPrivateFinancing,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ValueOfSharesAndOptionsIssuedForContingentConsiderationEarnout,,,,,,,,,,,,,,,,,,,1308391.0,,,739265.0,,,,0.0,,,,,,,,,,,,,,,,,
ValueOfWarrantsIssuedForLicensedContent,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,192791.0,,,,,,,,,,,,,,,,,,,,,,,,
LiabilitiesAssumed1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
StockbasedCompensationRelatedToOptionsGrantedToServiceProvidersIncludingReceiptsOnAccount,,,,,,,,,,,,,,,,,,,,,,,322456.0,89578.0,,,,,,,,,,,,,,,,,,,
DonatedLand,,,,,,,,,,,,,,,,,,,,,,,34378.0,,,,,,,,,,,,,,,,,,,,
ShareIssuanceForTheDebtsSettlement,,,,,,,,,,,,,,,,,,,,,,,155383.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
GoodwillOtherChanges,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,,,,,,,,,1066730.0,,,,,238304.0,,,,238304.0,238305.0,,,,0.0,,,,,,,,,,,,,,,,
ConvertibleDebtIssuedForServices,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,
SharesOfCommonStockIssuedForServices,,,,,,,,,,,,,,,,,,,,,,,156250.0,,,,,,,,,,,,,,,,,,,,
GainOnSoftwareRefund,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,13239.0,0.0,,,,,,,,,,,,,,,,
WaiverOfInterest,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,8347735.0,,,,,,,,,,,,,,,,
IncreaseDecreaseInCommodityContractAssetsAndLiabilities,,,,,,,,,,,,,,,,,,,,,,756371.0,-484645.0,0.0,,,,,,,,,,,,,,,,,,,
AdjustmentToDeficitBalance,,,,,,,,,,,,,,,,,,,,0.0,,,-13592.0,0.0,,,,,,,,,,,,,,,,,,,
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,0.0,,,855176.0,,,,0.0,,0.0,8441000.0,,,8441000.0,21495000.0,,,,8441000.0,,,,,,,,,,,,
ForgivenessAndAdjustmentOfAccountsPayable,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,188032.0,,,,,,,,,,,,,,,,
RelatedPartyAdvance,,,,,,,,,,,,,,,,,60401.0,,,,,1096.0,1096.0,,,,,,,,,,,,,,,,,,,,
SaleLeasebackTransactionCurrentPeriodGainRecognized,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
DebtAssumedByAmdocs,,,,,,,,,,,,,,,,,,,,,,,505063.0,,,,0.0,,,,,,,,,,,,,,,,
StockBasedPaymentCompensationForConsultingServices,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-98483.0,,,,0.0,,,98483.0,,,,,,,,
TangibleAssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,29976990.0,,,11809432.0,13368.0,,,,827319.0,,,,827319.0,,,0.0,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,,,,,,1373000.0,,,,,,,,,,,,,,,,,,,0.0,0.0
DividendsReceivedFromXiamenYiliGeoInformationTechnologyCoLtd,,,,,,,,,,,,,,,,,,,,,,,-162800.0,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAssetLiquidationInvestments,,,,,,,,,,,,,,,,,,,,,,-44000.0,-2238000.0,-177000.0,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,
IncreaseDecreaseInAdvancesadvancesToSuppliers,,,,,,,,,,,,,2435348.0,,,-3973915.0,,,,2352897.0,,,2352897.0,,,,,1708552.0,,,,-1981816.0,,,1708552.0,,,,,,,,
ProceedsFromSaleOfLoansReceivable,,,,,,,,,,,,,,150000.0,,,,,,,,,-877500.0,,,,,,,,,,,,,,,,,,,,
ProceedsFromSoftwareRefund,,,,,,,,,,,,,,,,,,,,,,31120.0,0.0,,,31120.0,31120.0,,,,,,,,,,,,,,,,
IncreaseDecreaseInAmountsDueToFromRelatedParties,,,,,,,,,,,,,,,,,,,,-1825311.0,,,373302.0,,,,,538537.0,,,,1126768.0,,,-1088001.0,,,,,,,,
PaymentsForProceedsFromLongtermInvestments,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-264000.0,,0.0,,,,,,,,,,,,,,
ProceedsFromInvestmentByNonControllingInterest,,,,,,,,,,,,,,,,,,,,,,110000000.0,110000000.0,,,,,,,,,,,,,,,,,,,,
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0
PaymentsOfLoanCosts,,,,,,,,,,,,,,,,,,,,,,,-97500.0,,,,,,,,,,,,,,,,,,,,
ProceedsFromExerciseOfWarrantsIntoSharesAndWarrants,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,50000.0,,0.0,0.0,,,,,,,,,,,,,
PaymentOfCollateralForSuretyBonds,,,,,,,,,,,,,,,,,,,,,,,1690208.0,0.0,,0.0,,,,,,,,,,,,,,,,,
ProceedsFromRepayementsOfDepositFromLandUseRights,,,,,,,,,,,,,,,,,,,,1437368.0,,,3355088.0,,,,,0.0,,,,3355088.0,,,,,,,,,,,
StockSubscriptionsReceivedNonCash,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedForConsultingServices,,,,,,,,,,,,,,,,,,,,,,,2624.0,,,,,,,,,,,,,,,,,,,,
ProceedsFromDividendsReceived,,,,,,,,,,,,,0.0,1109115.0,0.0,79268.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,,,-248181.0,,,-2609.0,,,,,,,,,,,,,,,,,
RepaymentFromFormerSubsidiaries,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,876240.0,,,,,,,,,,,,,,,,
CashBeginningOfPeriod,,,,,,,,,,,,,,,,,,,,,,,277597.0,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfSeriesDPreferredStock,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
IssuanceOfCommonStockUponVestingOfRestrictedStockUnits,,,,,,,,,,,,,,,,,,,,,,,102059.0,,,,,,,,,,,,,,,,,,,,
CashEndOfPeriod,,,,,,,,,,,,,,,,,,,,,,,29416.0,,,,,,,,,,,,,,,,,,,,
ForgivenessOfLoansFromShareholder,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PaymentOfConsiderationForAcquisitionOfBiznest,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,5951968.0,,,0.0,,,,,,,,
InvestmentInGeo,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-128901.0,,,,0.0,,,,,,,,,,,
TransferToPropertyPlantAndEquipmentFromConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,2164828.0,,,,0.0,,,,,,,,,,,,,,,,
TransferOfBeneficialConversionFeatureToFairValueOfNote,,,,,,,,,,,,,,,,,,,,,,2146510.0,0.0,518808.0,,518808.0,,,,,,,,,,,,,,,,,
CommonStockIssuedOnCashlessExerciseOfWarrants,,,,,,,,,,,,,,,,,,,,,,766675.0,0.0,0.0,,598316.0,0.0,,2442770.0,2730022.0,,,71595.0,,,,,,,,,,
CommonStockIssuedForConversionOfLoansAndAccruedInterest,,,,,,,,,,,,,,,,,,,,,,0.0,630503.0,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireOtherInvestments,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,871000.0,,638723.0,,,,0.0,,,,,,,,,,,
StockIssuedForAccountsPayableAndAccruedWages,,,,,,,,,,,,,,,,,,,,,,200000.0,0.0,,,,,,,,,,,,,,,,,,,,
